foto,alt,data_name,numdovoo,nomedovoo,pasta1,pasta2,mrk_folder,FlightYawDegree,abrupt_change_flag,LRFStatus,GimbalRollDegree,format,GpsStatus,DroneModel,dt_time,segmentos_total,light_source_classification,distance_3d_previous,ExifImageHeight,photogrammetry_quality_index,trajectory_smoothness,incidence_angle,LRFTargetAlt,speed_variation_index,DateTimeOriginal,file,YResolution,CameraSerialNumber,FNumber,dt_date,gimbal_angular_velocity,linear_velocity_instant,RtkDiffAge,rtk_effective_precision,FlightXSpeed,ShutterSpeedValue,FocusDistance,ShutterCount,path,LRFTargetAbsAlt,yaw_alignment_error,avg_velocity_between_photos,shutter_life_pct,FolderLevel2,LensTemperature,geodesic_distance_previous,AltitudeType,CaptureUUID,GimbalYawDegree,RtkStdHgt,FlightRollDegree,DigitalZoomRatio,speed_3d_kmh,dt_full,GPSMapDatum,RtkStdLon,LensPosition,predicted_overlap,SensorFPS,Model,FlightName,is_ideal_overlap,LRFTargetLon,orthorectification_potential,lon,ExposureMode,DroneSerialNumber,XResolution,mrk_path,ISOSpeedRatings,motion_blur_risk,FlightPitchDegree,DewarpFlag,displacement_direction,SensorTemperature,total_heat_index,AbsoluteAltitude,FlightZSpeed,RelativeAltitude,FileType,ExposureTime,RtkStdLat,UTCAtExposure,capture_efficiency,vertical_stability,LRFTargetDistance,exposure_value_ev,LRFTargetLat,PictureQuality,RtkFlag,size_mb,rtk_stability_score,estimated_coverage,lat,ApertureValue,ground_sample_distance_cm,GimbalOffset,ExifImageWidth,Software,LensSpecification,FocalLength,MaxApertureValue,GimbalPitchDegree,FlightYSpeed,RecommendedExposureIndex,mrk_file,strip_id,3DSpeed,LightSource,light_consistency,GpsLatitude,ExposureProgram,time_since_previous,FlightNumber,GpsLongitude,FolderLevel1,WhiteBalanceCCT
126,986.002,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1336",,Daylight,"0.016","3956","75","0.0","99.2","0.000","0.0032",2026:04:01 13:36:14,DJI_20260401133614_0126_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.9265","1.60000",Alta,"14.2","8.9658","15371","51480",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133614_0126_V.JPG,"0.000","18.0","0.0053","12.87",NULL,,"0.0",RtkAlt,,"-17.60","0.03398","-0.50","1.0","53.7","202604011336",WGS-84,"0.01251",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.3086","-9.30",,"0.0",,"0.0","+986.002","0.0","+186.144",.JPG,"0.002","0.01187",2026-04-01T16:36:33.463000,"0.0","0.016","0.000","11.9366","0.0000000","90","50","12.96","99.9967","(600.9076, 450.2255)",,"2.97","9.6737","0.4","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.6",,,"1","14.9265","1",Unknown,"(13.0, 40.0, 14.8416)","2","3.0","001","(45.0, 37.0, 57.1466)",DJI_202604011322_001_m2,
127,985.976,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1336",,Daylight,"0.026","3956","75","0.0","98.8","0.000","0.0032",2026:04:01 13:36:18,DJI_20260401133618_0127_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.8314","1.00000",Alta,"14.1","8.9658","15371","51481",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133618_0127_V.JPG,"0.000","18.0","0.0065","12.8703",NULL,,"0.0",RtkAlt,,"-17.60","0.03338","-0.20","1.0","53.4","202604011336",WGS-84,"0.01259",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.3066","-8.90",,"0.0",,"0.0","+985.976","0.0","+186.129",.JPG,"0.002","0.01185",2026-04-01T16:36:36.764857,"0.0","0.026","0.000","11.9366","0.0000000","90","50","13.05","99.982","(600.8918, 450.2136)",,"2.97","9.6734","0.4","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.6",,,"1","14.8314","1",Unknown,"(13.0, 40.0, 13.3187)","2","4.0","001","(45.0, 37.0, 57.6561)",DJI_202604011322_001_m2,
128,985.992,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1336",,Daylight,"0.016","3956","75","0.0","99.0","0.000","0.0",2026:04:01 13:36:21,DJI_20260401133621_0128_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.8314","1.20000",Alta,"14.1","8.9658","15371","51482",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133621_0128_V.JPG,"0.000","18.0","0.0053","12.8705",NULL,,"0.0",RtkAlt,,"-17.60","0.03288","-0.20","1.0","53.4","202604011336",WGS-84,"0.01239",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"210","0.3066","-9.10",,"0.0",,"0.0","+985.992","0.0","+186.141",.JPG,"0.002","0.01165",2026-04-01T16:36:40.049868,"0.0","0.016","0.000","11.9366","0.0000000","90","50","12.61","99.97","(600.9016, 450.2209)",,"2.97","9.6736","0.4","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.6",,,"1","14.8314","1",Unknown,"(13.0, 40.0, 11.8054)","2","3.0","001","(45.0, 37.0, 58.1627)",DJI_202604011322_001_m2,
129,986.011,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1336",,Daylight,"0.019","3956","75","0.0","99.1","0.000","0.0",2026:04:01 13:36:24,DJI_20260401133624_0129_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","60.0","14.8314","1.60000",Alta,"14.1","8.9658","15371","51483",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133624_0129_V.JPG,"0.000","18.0","0.0063","12.8708",NULL,,"0.0",RtkAlt,,"+162.40","0.03274","+0.10","1.0","53.4","202604011336",WGS-84,"0.01234",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"180","0.3066","-9.10",,"0.0",,"0.0","+986.011","0.0","+186.165",.JPG,"0.002","0.01163",2026-04-01T16:36:43.355359,"0.0","0.019","0.000","11.9366","0.0000000","90","50","12.64","99.993","(600.9131, 450.2296)",,"2.97","9.6738","0.4","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","-4.6",,,"1","14.8314","1",Unknown,"(13.0, 40.0, 10.2818)","2","3.0","001","(45.0, 37.0, 58.6718)",DJI_202604011322_001_m2,
130,986,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1336",,Daylight,"0.011","3956","75","0.0","99.1","0.000","0.0032",2026:04:01 13:36:28,DJI_20260401133628_0130_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","45.0","14.9265","0.80000",Alta,"14.2","8.9658","15371","51484",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133628_0130_V.JPG,"0.000","18.0","0.0027","12.871",NULL,,"0.0",RtkAlt,,"-17.60","0.03284","-0.60","1.0","53.7","202604011336",WGS-84,"0.01239",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"180","0.3086","-9.20",,"0.0",,"0.0","+986.000","0.0","+186.149",.JPG,"0.002","0.01166",2026-04-01T16:36:46.660400,"0.0","0.011","0.000","11.9366","0.0000000","90","50","12.98","99.994","(600.9064, 450.2246)",,"2.97","9.6737","0.4","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.6",,,"1","14.9265","1",Unknown,"(13.0, 40.0, 8.7583)","2","4.0","001","(45.0, 37.0, 59.1806)",DJI_202604011322_001_m2,
131,985.978,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1336",,Daylight,"0.022","3956","75","0.0","99.4","0.000","0.0032",2026:04:01 13:36:31,DJI_20260401133631_0131_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.8314","1.20000",Alta,"14.1","8.9658","15371","51485",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133631_0131_V.JPG,"0.000","18.0","0.0073","12.8712",NULL,,"0.0",RtkAlt,,"-17.60","0.03274","-0.10","1.0","53.4","202604011336",WGS-84,"0.01229",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"180","0.3066","-9.50",,"0.0",,"0.0","+985.978","0.0","+186.136",.JPG,"0.002","0.01155",2026-04-01T16:36:49.951329,"0.0","0.022","0.000","11.9366","0.0000000","90","50","13.31","99.9897","(600.893, 450.2145)",,"2.97","9.6735","0.4","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.6",,,"1","14.8314","1",Unknown,"(13.0, 40.0, 7.2416)","2","3.0","001","(45.0, 37.0, 59.689)",DJI_202604011322_001_m2,
132,985.989,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1336",,Daylight,"0.011","3956","75","0.0","99.1","0.000","0.0",2026:04:01 13:36:34,DJI_20260401133634_0132_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.8314","1.40000",Alta,"14.1","8.9658","15371","51486",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133634_0132_V.JPG,"0.000","18.0","0.0037","12.8715",NULL,,"0.0",RtkAlt,,"-17.60","0.03251","-0.40","1.0","53.4","202604011336",WGS-84,"0.01223",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3066","-9.20",,"0.0",,"0.0","+985.989","0.0","+186.148",.JPG,"0.002","0.01151",2026-04-01T16:36:53.262742,"0.0","0.011","0.000","11.9366","0.0000000","90","50","13.61","99.989","(600.8997, 450.2196)",,"2.97","9.6736","0.4","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.6",,,"1","14.8314","1",Unknown,"(13.0, 40.0, 5.7138)","2","3.0","001","(45.0, 38.0, 0.1988)",DJI_202604011322_001_m2,
133,985.996,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1336",,Daylight,"0.007","3956","75","0.0","99.0","0.000","0.0032",2026:04:01 13:36:37,DJI_20260401133637_0133_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.9265","0.80000",Alta,"14.2","8.9658","15371","51487",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133637_0133_V.JPG,"0.000","18.0","0.0023","12.8718",NULL,,"0.0",RtkAlt,,"-17.60","0.03264","-0.60","1.0","53.7","202604011336",WGS-84,"0.01234",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3086","-9.10",,"0.0",,"0.0","+985.996","0.0","+186.153",.JPG,"0.002","0.01162",2026-04-01T16:36:56.559590,"0.0","0.007","0.000","11.9366","0.0000000","90","50","13.72","99.9883","(600.904, 450.2228)",,"2.97","9.6736","0.4","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.6",,,"1","14.9265","1",Unknown,"(13.0, 40.0, 4.1936)","2","3.0","001","(45.0, 38.0, 0.7064)",DJI_202604011322_001_m2,
134,985.986,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1336",,Daylight,"0.01","3956","75","0.0","99.5","0.000","0.0032",2026:04:01 13:36:41,DJI_20260401133641_0134_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.8314","1.00000",Alta,"14.1","8.9658","15371","51488",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133641_0134_V.JPG,"0.000","18.0","0.0025","12.872",NULL,,"0.0",RtkAlt,,"-17.60","0.03249","-0.50","1.0","53.4","202604011336",WGS-84,"0.01228",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"170","0.3066","-9.60",,"0.0",,"0.0","+985.986","0.0","+186.145",.JPG,"0.002","0.01157",2026-04-01T16:36:59.818213,"0.0","0.01","0.000","11.9366","0.0000000","90","50","13.79","99.9913","(600.8979, 450.2182)",,"2.97","9.6735","0.4","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.6",,,"1","14.8314","1",Unknown,"(13.0, 40.0, 2.6916)","2","4.0","001","(45.0, 38.0, 1.2082)",DJI_202604011322_001_m2,
135,985.996,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-17.90",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1336",,Daylight,"0.01","3956","75","0.0","98.5","0.000","0.0",2026:04:01 13:36:44,DJI_20260401133644_0135_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.8314","1.20000",Alta,"14.1","8.9658","15371","51489",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133644_0135_V.JPG,"0.000","17.9","0.0033","12.8722",NULL,,"0.0",RtkAlt,,"-17.60","0.03282","-0.30","1.0","53.4","202604011336",WGS-84,"0.01223",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3066","-8.60",,"0.0",,"0.0","+985.996","0.0","+186.148",.JPG,"0.002","0.01154",2026-04-01T16:37:03.122784,"0.0","0.01","0.000","11.9366","0.0000000","90","50","13.72","99.9917","(600.904, 450.2228)",,"2.97","9.6736","0.3","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.6",,,"1","14.8314","1",Unknown,"(13.0, 40.0, 1.1664)","2","3.0","001","(45.0, 38.0, 1.7176)",DJI_202604011322_001_m2,
136,985.981,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1336",,Daylight,"0.015","3956","75","0.0","98.9","0.000","0.0",2026:04:01 13:36:47,DJI_20260401133647_0136_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.8314","1.60000",Alta,"14.1","8.9658","15371","51490",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133647_0136_V.JPG,"0.000","18.0","0.005","12.8725",NULL,,"0.0",RtkAlt,,"-17.60","0.03250","-1.40","1.0","53.4","202604011336",WGS-84,"0.01229",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3066","-9.00",,"0.0",,"0.0","+985.981","0.0","+186.138",.JPG,"0.002","0.01145",2026-04-01T16:37:06.426918,"0.0","0.015","0.000","11.9366","0.0000000","90","50","13.75","99.9883","(600.8948, 450.2159)",,"2.97","9.6735","0.4","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.6",,,"1","14.8314","1",Unknown,"(13.0, 39.0, 59.6431)","2","3.0","001","(45.0, 38.0, 2.2273)",DJI_202604011322_001_m2,
137,986.006,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1336",,Daylight,"0.025","3956","75","0.0","99.8","0.000","0.0",2026:04:01 13:36:51,DJI_20260401133651_0137_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.025","14.8314","1.00000",Alta,"14.1","8.9658","15371","51491",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133651_0137_V.JPG,"0.000","18.0","0.0062","12.8727",NULL,,"0.0",RtkAlt,,"-17.70","0.03255","-1.70","1.0","53.4","202604011336",WGS-84,"0.01232",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3066","-9.90",,"0.0",,"0.0","+986.006","0.0","+186.153",.JPG,"0.002","0.01157",2026-04-01T16:37:09.730592,"0.0","0.025","0.000","11.9366","0.0000000","90","50","13.66","99.9933","(600.9101, 450.2273)",,"2.97","9.6737","0.3","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.6",,,"1","14.8314","1",Unknown,"(13.0, 39.0, 58.1211)","2","4.0","001","(45.0, 38.0, 2.738)",DJI_202604011322_001_m2,
138,985.974,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1336",,Daylight,"0.032","3956","75","0.0","98.8","0.000","0.0032",2026:04:01 13:36:54,DJI_20260401133654_0138_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.9265","1.20000",Alta,"14.2","8.9658","15371","51492",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133654_0138_V.JPG,"0.000","18.0","0.0107","12.873",NULL,,"0.0",RtkAlt,,"-17.70","0.03242","-0.50","1.0","53.7","202604011336",WGS-84,"0.01225",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3086","-8.90",,"0.0",,"0.0","+985.974","0.0","+186.130",.JPG,"0.002","0.01151",2026-04-01T16:37:13.024250,"0.0","0.032","0.000","11.9366","0.0000000","90","50","13.77","99.9913","(600.8906, 450.2127)",,"2.97","9.6734","0.3","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.6",,,"1","14.9265","1",Unknown,"(13.0, 39.0, 56.603)","2","3.0","001","(45.0, 38.0, 3.2465)",DJI_202604011322_001_m2,
139,986.004,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1336",,Daylight,"0.03","3956","75","0.0","99.1","0.000","0.0032",2026:04:01 13:36:57,DJI_20260401133657_0139_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","59.9667","14.8314","1.60000",Alta,"14.1","8.9658","15371","51493",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133657_0139_V.JPG,"0.000","18.0","0.01","12.8733",NULL,,"0.0",RtkAlt,,"+162.40","0.03239","-0.50","1.0","53.4","202604011336",WGS-84,"0.01226",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3066","-9.10",,"0.0",,"0.0","+986.004","0.0","+186.142",.JPG,"0.002","0.01152",2026-04-01T16:37:16.326106,"0.0","0.03","0.000","11.9366","0.0000000","90","50","13.69","99.9997","(600.9089, 450.2264)",,"2.97","9.6737","0.4","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","-4.6",,,"1","14.8314","1",Unknown,"(13.0, 39.0, 55.0815)","2","3.0","001","(45.0, 38.0, 3.7547)",DJI_202604011322_001_m2,
140,985.983,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1337",,Daylight,"0.021","3956","75","0.0","98.9","0.000","0.0",2026:04:01 13:37:01,DJI_20260401133701_0140_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.8314","0.80000",Alta,"14.1","8.9658","15371","51494",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133701_0140_V.JPG,"0.000","18.0","0.0053","12.8735",NULL,,"0.0",RtkAlt,,"+162.40","0.03270","-0.80","1.0","53.4","202604011337",WGS-84,"0.01225",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3066","-8.90",,"0.0",,"0.0","+985.983","0.0","+186.147",.JPG,"0.002","0.01156",2026-04-01T16:37:19.613392,"0.0","0.021","0.000","11.9366","0.0000000","90","50","13.82","99.9887","(600.8961, 450.2168)",,"2.97","9.6735","0.4","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","-4.6",,,"1","14.8314","1",Unknown,"(13.0, 39.0, 53.5661)","2","4.0","001","(45.0, 38.0, 4.2613)",DJI_202604011322_001_m2,
141,985.982,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1337",,Daylight,"0.001","3956","75","0.0","98.8","0.000","0.0",2026:04:01 13:37:04,DJI_20260401133704_0141_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","60.0","14.8314","1.00000",Alta,"14.1","8.9658","15371","51495",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133704_0141_V.JPG,"0.000","18.0","0.0003","12.8738",NULL,,"0.0",RtkAlt,,"-17.60","0.03217","-0.70","1.0","53.4","202604011337",WGS-84,"0.01226",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3066","-8.90",,"0.0",,"0.0","+985.982","0.0","+186.138",.JPG,"0.002","0.01145",2026-04-01T16:37:22.915701,"0.0","0.001","0.000","11.9366","0.0000000","90","50","13.86","99.979","(600.8955, 450.2164)",,"2.97","9.6735","0.4","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.6",,,"1","14.8314","1",Unknown,"(13.0, 39.0, 52.0438)","2","3.0","001","(45.0, 38.0, 4.7709)",DJI_202604011322_001_m2,
142,985.995,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1337",,Daylight,"0.013","3956","75","0.0","98.8","0.000","0.0",2026:04:01 13:37:07,DJI_20260401133707_0142_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","60.0","14.8314","1.40000",Alta,"14.1","8.9658","15371","51496",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133707_0142_V.JPG,"0.000","18.0","0.0043","12.874",NULL,,"0.0",RtkAlt,,"+162.40","0.03188","-0.10","1.0","53.4","202604011337",WGS-84,"0.01216",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3066","-8.80",,"0.0",,"0.0","+985.995","0.0","+186.145",.JPG,"0.002","0.01138",2026-04-01T16:37:26.233489,"0.0","0.013","0.000","11.9366","0.0000000","90","50","14.0","99.9847","(600.9034, 450.2223)",,"2.97","9.6736","0.4","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","-4.6",,,"1","14.8314","1",Unknown,"(13.0, 39.0, 50.5145)","2","3.0","001","(45.0, 38.0, 5.2831)",DJI_202604011322_001_m2,
143,985.995,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1337",,Daylight,"0.0","3956","75","0.0","98.4","0.000","0.0032",2026:04:01 13:37:10,DJI_20260401133710_0143_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","60.0","14.9265","1.60000",Alta,"14.2","8.9658","15371","51497",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133710_0143_V.JPG,"0.000","18.0","0.0","12.8743",NULL,,"0.0",RtkAlt,,"-17.60","0.03170","-0.40","1.0","53.7","202604011337",WGS-84,"0.01212",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3086","-8.50",,"0.0",,"0.0","+985.995","0.0","+186.136",.JPG,"0.002","0.01129",2026-04-01T16:37:29.519412,"0.0","0.0","0.000","11.9366","0.0000000","90","50","14.03","99.9897","(600.9034, 450.2223)",,"2.97","9.6736","0.4","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.6",,,"1","14.9265","1",Unknown,"(13.0, 39.0, 48.9991)","2","3.0","001","(45.0, 38.0, 5.7896)",DJI_202604011322_001_m2,
