foto,alt,data_name,numdovoo,nomedovoo,pasta1,pasta2,mrk_folder,FlightYawDegree,abrupt_change_flag,LRFStatus,GimbalRollDegree,format,GpsStatus,DroneModel,dt_time,segmentos_total,light_source_classification,distance_3d_previous,ExifImageHeight,photogrammetry_quality_index,trajectory_smoothness,incidence_angle,LRFTargetAlt,speed_variation_index,DateTimeOriginal,file,YResolution,CameraSerialNumber,FNumber,dt_date,gimbal_angular_velocity,linear_velocity_instant,RtkDiffAge,rtk_effective_precision,FlightXSpeed,ShutterSpeedValue,FocusDistance,ShutterCount,path,LRFTargetAbsAlt,yaw_alignment_error,avg_velocity_between_photos,shutter_life_pct,FolderLevel2,LensTemperature,geodesic_distance_previous,AltitudeType,CaptureUUID,GimbalYawDegree,RtkStdHgt,FlightRollDegree,DigitalZoomRatio,speed_3d_kmh,dt_full,GPSMapDatum,RtkStdLon,LensPosition,predicted_overlap,SensorFPS,Model,FlightName,is_ideal_overlap,LRFTargetLon,orthorectification_potential,lon,ExposureMode,DroneSerialNumber,XResolution,mrk_path,ISOSpeedRatings,motion_blur_risk,FlightPitchDegree,DewarpFlag,displacement_direction,SensorTemperature,total_heat_index,AbsoluteAltitude,FlightZSpeed,RelativeAltitude,FileType,ExposureTime,RtkStdLat,UTCAtExposure,capture_efficiency,vertical_stability,LRFTargetDistance,exposure_value_ev,LRFTargetLat,PictureQuality,RtkFlag,size_mb,rtk_stability_score,estimated_coverage,lat,ApertureValue,ground_sample_distance_cm,GimbalOffset,ExifImageWidth,Software,LensSpecification,FocalLength,MaxApertureValue,GimbalPitchDegree,FlightYSpeed,RecommendedExposureIndex,mrk_file,strip_id,3DSpeed,LightSource,light_consistency,GpsLatitude,ExposureProgram,time_since_previous,FlightNumber,GpsLongitude,FolderLevel1,WhiteBalanceCCT
85,985.974,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1333",,Daylight,"0.032","3956","45","0.0","109.9","0.000","0.0",2026:04:01 13:33:53,DJI_20260401133353_0085_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0333","14.8314","1.20000",M̩dia,"-14.1","8.9658","15371","51439",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133353_0085_V.JPG,"0.000","162.0","0.0107","12.8598",NULL,,"0.0",RtkAlt,,"-17.10","0.03483","+0.10","1.0","53.4","202604011333",WGS-84,"0.01258",,"100.0",,M3E,m2,True,"0.0000000","25",,"0",1581F5FH82577002N061,"72.0",,"220","0.3066","-19.90",,"0.0",,"0.0","+985.974","0.0","+186.139",.JPG,"0.002","0.01296",2026-04-01T16:34:12.075868,"0.0","0.032","0.000","11.9366","0.0000000","90","50","12.89","99.933","(600.8906, 450.2127)",,"2.97","9.6734","0.9","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","4.6",,,"1","14.8314","1",Unknown,"(13.0, 40.0, 16.5398)","2","3.0","001","(45.0, 37.0, 53.7997)",DJI_202604011322_001_m2,
86,985.947,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1333",,Daylight,"0.027","3956","75","0.0","109.7","0.000","0.0032",2026:04:01 13:33:56,DJI_20260401133356_0086_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","59.9667","14.9265","1.60000",Alta,"-14.2","8.9658","15371","51440",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133356_0086_V.JPG,"0.000","162.0","0.009","12.86",NULL,,"0.0",RtkAlt,,"+163.00","0.03431","-0.10","1.0","53.7","202604011333",WGS-84,"0.01248",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.3086","-19.80",,"0.0",,"0.0","+985.947","0.0","+186.151",.JPG,"0.002","0.01221",2026-04-01T16:34:15.379997,"0.0","0.027","0.000","11.9366","0.0000000","90","50","12.73","99.9543","(600.8741, 450.2004)",,"2.97","9.6732","1.0","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","4.6",,,"1","14.9265","1",Unknown,"(13.0, 40.0, 18.0622)","2","3.0","001","(45.0, 37.0, 53.2908)",DJI_202604011322_001_m2,
87,986.04,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1333",,Daylight,"0.093","3956","75","0.0","109.8","0.000","0.0032",2026:04:01 13:33:59,DJI_20260401133359_0087_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","59.9667","14.8314","0.80000",Alta,"-14.1","8.9658","15371","51441",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133359_0087_V.JPG,"0.000","162.0","0.031","12.8603",NULL,,"0.0",RtkAlt,,"-17.10","0.03405","-0.30","1.0","53.4","202604011333",WGS-84,"0.01243",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.3066","-19.80",,"0.0",,"0.0","+986.040","0.0","+186.194",.JPG,"0.002","0.01220",2026-04-01T16:34:18.682761,"0.0","0.093","0.000","11.9366","0.0000000","90","50","12.77","99.9893","(600.9308, 450.2429)",,"2.97","9.6741","0.9","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","4.6",,,"1","14.8314","1",Unknown,"(13.0, 40.0, 19.5861)","2","3.0","001","(45.0, 37.0, 52.782)",DJI_202604011322_001_m2,
88,986.049,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1334",,Daylight,"0.009","3956","75","0.0","110.0","0.000","0.0",2026:04:01 13:34:03,DJI_20260401133403_0088_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.025","14.8314","1.20000",Alta,"-14.1","8.9658","15371","51442",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133403_0088_V.JPG,"0.000","162.0","0.0023","12.8605",NULL,,"0.0",RtkAlt,,"-17.20","0.03427","-0.70","1.0","53.4","202604011334",WGS-84,"0.01245",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.3066","-20.00",,"0.0",,"0.0","+986.049","0.0","+186.195",.JPG,"0.002","0.01220",2026-04-01T16:34:21.974597,"0.0","0.009","0.000","11.9366","0.0000000","90","50","12.8","99.992","(600.9363, 450.247)",,"2.97","9.6742","0.8","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","4.6",,,"1","14.8314","1",Unknown,"(13.0, 40.0, 21.1041)","2","4.0","001","(45.0, 37.0, 52.2743)",DJI_202604011322_001_m2,
89,985.896,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1334",,Daylight,"0.153","3956","75","0.0","110.6","0.000","0.0",2026:04:01 13:34:06,DJI_20260401133406_0089_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0333","14.8314","1.40000",Alta,"-14.1","8.9658","15371","51443",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133406_0089_V.JPG,"0.000","162.0","0.051","12.8608",NULL,,"0.0",RtkAlt,,"-17.10","0.03402","-0.30","1.0","53.4","202604011334",WGS-84,"0.01251",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.3067","-20.60",,"0.0",,"0.0","+985.896","0.0","+186.109",.JPG,"0.002","0.01224",2026-04-01T16:34:25.290107,"0.0","0.153","0.000","11.9366","0.0000000","90","50","12.76","99.995","(600.843, 450.1771)",,"2.97","9.6727","0.9","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","4.6",,,"1","14.8314","1",Unknown,"(13.0, 40.0, 22.6306)","2","3.0","001","(45.0, 37.0, 51.7621)",DJI_202604011322_001_m2,
90,985.896,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1334",,Daylight,"0.0","3956","75","0.0","110.6","0.000","0.001",2026:04:01 13:34:09,DJI_20260401133409_0090_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","59.9667","14.8007","0.80000",Alta,"-14.1","8.9658","15371","51444",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133409_0090_V.JPG,"0.000","162.0","0.0","12.861",NULL,,"0.0",RtkAlt,,"+163.00","0.03409","+0.40","1.0","53.3","202604011334",WGS-84,"0.01258",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.306","-20.70",,"0.0",,"0.0","+985.896","0.0","+186.078",.JPG,"0.002","0.01267",2026-04-01T16:34:28.575575,"0.0","0.0","0.000","11.9366","0.0000000","90","50","12.81","99.981","(600.843, 450.1771)",,"2.97","9.6727","1.0","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","4.5",,,"1","14.8007","1",Unknown,"(13.0, 40.0, 24.1436)","2","3.0","001","(45.0, 37.0, 51.2531)",DJI_202604011322_001_m2,
91,985.957,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.10",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1334",,Daylight,"0.061","3956","75","0.0","110.6","0.000","0.0",2026:04:01 13:34:13,DJI_20260401133413_0091_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.025","14.8007","1.00000",Alta,"-14.1","8.9658","15371","51445",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133413_0091_V.JPG,"0.000","162.1","0.0153","12.8612",NULL,,"0.0",RtkAlt,,"+163.10","0.03472","+1.00","1.0","53.3","202604011334",WGS-84,"0.01266",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.306","-20.70",,"0.0",,"0.0","+985.957","0.0","+186.130",.JPG,"0.002","0.01254",2026-04-01T16:34:31.882437,"0.0","0.061","0.000","11.9366","0.0000000","90","50","12.79","99.9807","(600.8802, 450.205)",,"2.97","9.6733","1.0","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","4.5",,,"1","14.8007","1",Unknown,"(13.0, 40.0, 25.6686)","2","4.0","001","(45.0, 37.0, 50.7425)",DJI_202604011322_001_m2,
92,986.011,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1334",,Daylight,"0.054","3956","45","0.0","110.3","0.000","0.0",2026:04:01 13:34:16,DJI_20260401133416_0092_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","59.9333","14.8007","1.40000",M̩dia,"-14.1","8.9658","15371","51446",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133416_0092_V.JPG,"0.000","162.0","0.018","12.8615",NULL,,"0.0",RtkAlt,,"-17.10","0.03474","+0.40","1.0","53.3","202604011334",WGS-84,"0.01271",,"100.0",,M3E,m2,True,"0.0000000","25",,"0",1581F5FH82577002N061,"72.0",,"220","0.306","-20.30",,"0.0",,"0.0","+986.011","0.0","+186.177",.JPG,"0.002","0.01255",2026-04-01T16:34:35.159259,"0.0","0.054","0.000","11.9366","0.0000000","90","50","12.84","99.9973","(600.9131, 450.2296)",,"2.97","9.6738","0.9","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","4.5",,,"1","14.8007","1",Unknown,"(13.0, 40.0, 27.1829)","2","3.0","001","(45.0, 37.0, 50.2379)",DJI_202604011322_001_m2,
93,985.95,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.10",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1334",,Daylight,"0.061","3956","75","0.0","109.9","0.000","0.0",2026:04:01 13:34:19,DJI_20260401133419_0093_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.8007","1.60000",Alta,"-14.1","8.9658","15371","51447",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133419_0093_V.JPG,"0.000","162.1","0.0203","12.8617",NULL,,"0.0",RtkAlt,,"-17.10","0.03419","+0.10","1.0","53.3","202604011334",WGS-84,"0.01266",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.306","-19.90",,"0.0",,"0.0","+985.950","0.0","+186.134",.JPG,"0.002","0.01235",2026-04-01T16:34:38.459292,"0.0","0.061","0.000","11.9366","0.0000000","90","50","12.79","99.9733","(600.876, 450.2018)",,"2.97","9.6732","0.8","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","4.5",,,"1","14.8007","1",Unknown,"(13.0, 40.0, 28.7053)","2","3.0","001","(45.0, 37.0, 49.7292)",DJI_202604011322_001_m2,
94,985.955,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.10",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1334",,Daylight,"0.005","3956","75","0.0","111.4","0.000","0.0065",2026:04:01 13:34:22,DJI_20260401133422_0094_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.6103","1.00000",Alta,"-13.9","8.9658","15371","51448",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133422_0094_V.JPG,"0.000","162.1","0.0017","12.862",NULL,,"0.0",RtkAlt,,"-17.10","0.03415","-0.30","1.0","52.6","202604011334",WGS-84,"0.01264",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.3021","-21.40",,"0.0",,"0.0","+985.955","0.0","+186.144",.JPG,"0.002","0.01232",2026-04-01T16:34:41.759322,"0.0","0.005","0.000","11.9366","0.0000000","90","50","12.79","99.997","(600.879, 450.204)",,"2.97","9.6732","0.8","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","4.5",,,"1","14.6103","1",Unknown,"(13.0, 40.0, 30.2255)","2","3.0","001","(45.0, 37.0, 49.2213)",DJI_202604011322_001_m2,
95,985.992,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1334",,Daylight,"0.037","3956","75","0.0","109.9","0.000","0.0075",2026:04:01 13:34:26,DJI_20260401133426_0095_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","45.0","14.8314","1.20000",Alta,"-14.1","8.9658","15371","51449",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133426_0095_V.JPG,"0.000","162.0","0.0092","12.8622",NULL,,"0.0",RtkAlt,,"+162.90","0.03428","+0.00","1.0","53.4","202604011334",WGS-84,"0.01266",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.3066","-20.00",,"0.0",,"0.0","+985.992","0.0","+186.169",.JPG,"0.002","0.01239",2026-04-01T16:34:45.059359,"0.0","0.037","0.000","11.9366","0.0000000","90","50","12.85","99.9927","(600.9016, 450.2209)",,"2.97","9.6736","0.9","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","4.6",,,"1","14.8314","1",Unknown,"(13.0, 40.0, 31.7488)","2","4.0","001","(45.0, 37.0, 48.7131)",DJI_202604011322_001_m2,
96,985.929,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1334",,Daylight,"0.063","3956","75","0.0","109.5","0.000","0.0",2026:04:01 13:34:29,DJI_20260401133429_0096_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.8314","1.60000",Alta,"-14.1","8.9658","15371","51450",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133429_0096_V.JPG,"0.000","162.0","0.021","12.8625",NULL,,"0.0",RtkAlt,,"+162.90","0.03439","-0.10","1.0","53.4","202604011334",WGS-84,"0.01280",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.3067","-19.60",,"0.0",,"0.0","+985.929","0.0","+186.133",.JPG,"0.002","0.01254",2026-04-01T16:34:48.353933,"0.0","0.063","0.000","11.9366","0.0000000","90","50","12.86","99.9867","(600.8632, 450.1922)",,"2.97","9.673","0.9","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","4.6",,,"1","14.8314","1",Unknown,"(13.0, 40.0, 33.2684)","2","3.0","001","(45.0, 37.0, 48.2049)",DJI_202604011322_001_m2,
97,985.959,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1334",,Daylight,"0.03","3956","45","0.0","109.5","0.000","0.0",2026:04:01 13:34:32,DJI_20260401133432_0097_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","60.0","14.8314","0.80000",M̩dia,"-14.1","8.9658","15371","51451",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133432_0097_V.JPG,"0.000","162.0","0.01","12.8628",NULL,,"0.0",RtkAlt,,"-17.10","0.03494","+0.20","1.0","53.4","202604011334",WGS-84,"0.01286",,"100.0",,M3E,m2,True,"0.0000000","25",,"0",1581F5FH82577002N061,"72.0",,"220","0.3066","-19.50",,"0.0",,"0.0","+985.959","0.0","+186.159",.JPG,"0.002","0.01267",2026-04-01T16:34:51.659421,"0.0","0.03","0.000","11.9366","0.0000000","90","50","12.89","99.9753","(600.8814, 450.2059)",,"2.97","9.6733","0.9","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","4.6",,,"1","14.8314","1",Unknown,"(13.0, 40.0, 34.7903)","2","3.0","001","(45.0, 37.0, 47.6957)",DJI_202604011322_001_m2,
98,985.916,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.10",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1334",,Daylight,"0.043","3956","75","0.0","109.7","0.000","0.0",2026:04:01 13:34:36,DJI_20260401133436_0098_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","45.0","14.8314","1.20000",Alta,"-14.1","8.9658","15371","51452",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133436_0098_V.JPG,"0.000","162.1","0.0107","12.863",NULL,,"0.0",RtkAlt,,"+162.90","0.03440","+0.10","1.0","53.4","202604011334",WGS-84,"0.01273",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.3067","-19.80",,"0.0",,"0.0","+985.916","0.0","+186.107",.JPG,"0.002","0.01239",2026-04-01T16:34:54.958546,"0.0","0.043","0.000","11.9366","0.0000000","90","50","12.92","99.9683","(600.8552, 450.1862)",,"2.97","9.6729","0.8","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","4.6",,,"1","14.8314","1",Unknown,"(13.0, 40.0, 36.3098)","2","4.0","001","(45.0, 37.0, 47.1868)",DJI_202604011322_001_m2,
99,985.897,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1334",,Daylight,"0.019","3956","75","0.0","109.3","0.000","0.0032",2026:04:01 13:34:39,DJI_20260401133439_0099_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.9265","1.40000",Alta,"-14.2","8.9658","15371","51453",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133439_0099_V.JPG,"0.000","162.0","0.0063","12.8633",NULL,,"0.0",RtkAlt,,"+162.90","0.03450","+0.20","1.0","53.7","202604011334",WGS-84,"0.01284",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.3086","-19.40",,"0.0",,"0.0","+985.897","0.0","+186.114",.JPG,"0.002","0.01250",2026-04-01T16:34:58.258574,"0.0","0.019","0.000","11.9366","0.0000000","90","50","12.88","99.9893","(600.8437, 450.1776)",,"2.97","9.6727","0.9","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","4.6",,,"1","14.9265","1",Unknown,"(13.0, 40.0, 37.8303)","2","3.0","001","(45.0, 37.0, 46.6778)",DJI_202604011322_001_m2,
100,985.937,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1334",,Daylight,"0.04","3956","75","0.0","108.7","0.000","0.0042",2026:04:01 13:34:42,DJI_20260401133442_0100_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","59.9667","14.8007","0.80000",Alta,"-14.1","8.9658","15371","51454",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133442_0100_V.JPG,"0.000","162.0","0.0133","12.8635",NULL,,"0.0",RtkAlt,,"-17.00","0.03446","+0.30","1.0","53.3","202604011334",WGS-84,"0.01290",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"190","0.306","-18.70",,"0.0",,"0.0","+985.937","0.0","+186.127",.JPG,"0.002","0.01253",2026-04-01T16:35:01.549053,"0.0","0.04","0.000","11.9366","0.0000000","90","50","12.41","99.9983","(600.868, 450.1958)",,"2.97","9.6731","1.0","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","4.5",,,"1","14.8007","1",Unknown,"(13.0, 40.0, 39.3489)","2","3.0","001","(45.0, 37.0, 46.1705)",DJI_202604011322_001_m2,
101,985.98,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1334",,Daylight,"0.043","3956","75","0.0","109.6","0.000","0.001",2026:04:01 13:34:46,DJI_20260401133446_0101_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","44.95","14.8314","1.00000",Alta,"-14.1","8.9658","15371","51455",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133446_0101_V.JPG,"0.000","162.0","0.0108","12.8637",NULL,,"0.0",RtkAlt,,"+162.80","0.03445","-0.40","1.0","53.4","202604011334",WGS-84,"0.01286",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"210","0.3066","-19.70",,"0.0",,"0.0","+985.980","0.0","+186.150",.JPG,"0.002","0.01260",2026-04-01T16:35:04.871845,"0.0","0.043","0.000","11.9366","0.0000000","90","50","12.5","99.9993","(600.8942, 450.2155)",,"2.97","9.6735","0.8","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","4.6",,,"1","14.8314","1",Unknown,"(13.0, 40.0, 40.8801)","2","4.0","001","(45.0, 37.0, 45.6593)",DJI_202604011322_001_m2,
102,986.177,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+161.90",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1334",,Daylight,"0.197","3956","75","0.0","109.6","0.000","0.0",2026:04:01 13:34:49,DJI_20260401133449_0102_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.8317","1.40000",Alta,"-14.1","8.9658","15371","51456",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133449_0102_V.JPG,"0.000","161.9","0.0657","12.864",NULL,,"0.0",RtkAlt,,"+162.80","0.03441","-0.80","1.0","53.4","202604011334",WGS-84,"0.01282",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"210","0.3066","-19.70",,"0.0",,"0.0","+986.177","0.1","+186.306",.JPG,"0.002","0.01244",2026-04-01T16:35:08.145024,"0.0","0.197","0.000","11.9366","0.0000000","90","50","12.45","99.992","(601.0143, 450.3054)",,"2.97","9.6754","0.9","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","4.6",,,"1","14.8317","1",Unknown,"(13.0, 40.0, 42.3918)","2","3.0","001","(45.0, 37.0, 45.1559)",DJI_202604011322_001_m2,
